class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassB,Kimono,all,46,16,46.9,59.6,38.7,64.9,100.0,2,1,0,1,0,127,1,1,64.6,0.139,0,1,0,234,235,362,235,140.0,95.0,222.0
ClassB,ParkScene,0,18,8,63.0,70.6,56.4,78.4,99.6,3,2,1,0,2,122,8,12,76.7,0.154,1,7,0,436,444,566,446,319.0,133.0,247.0
ClassB,ParkScene,1,18,8,91.9,95.3,88.8,90.3,97.0,3,3,0,0,9,31,1,2,87.2,0.197,0,1,0,288,289,320,298,284.0,14.0,36.0
ClassB,ParkScene,13,18,8,9.5,50.8,5.2,8.9,91.7,4,0,1,3,5,560,3,5,7.6,0.286,0,3,0,52,55,615,60,32.0,31.0,583.0
ClassB,ParkScene,all,18,8,55.1,78.1,42.3,52.5,98.0,10,5,2,3,16,713,12,19,50.6,0.179,1,11,0,776,788,1501,804,635.0,178.0,866.0
ClassB,ParkScene,0,18,16,62.9,70.8,56.0,77.7,99.5,3,2,1,0,2,126,8,12,76.0,0.155,1,7,0,432,440,566,442,317.0,131.0,249.0
ClassB,ParkScene,1,18,16,91.8,95.0,88.8,90.6,97.0,3,3,0,0,9,30,1,2,87.5,0.198,0,1,0,289,290,320,299,284.0,15.0,36.0
ClassB,ParkScene,13,18,16,10.6,52.9,5.9,9.9,93.8,4,0,1,3,4,554,2,6,8.9,0.293,0,2,0,59,61,615,65,36.0,32.0,579.0
ClassB,ParkScene,all,18,16,55.2,78.2,42.4,52.7,98.1,10,5,2,3,15,710,11,20,51.0,0.181,1,10,0,780,791,1501,806,637.0,178.0,864.0
ClassB,ParkScene,0,22,8,63.5,71.2,56.7,78.3,99.6,3,2,1,0,2,123,9,13,76.3,0.156,1,8,0,434,443,566,445,321.0,130.0,245.0
ClassB,ParkScene,1,22,8,92.1,95.6,88.8,90.6,97.6,3,3,0,0,7,30,1,2,88.1,0.198,0,1,0,289,290,320,297,284.0,13.0,36.0
ClassB,ParkScene,13,22,8,7.7,43.3,4.2,8.0,86.0,4,0,1,3,8,566,4,6,6.0,0.316,0,4,0,45,49,615,57,26.0,34.0,589.0
ClassB,ParkScene,all,22,8,54.9,78.1,42.0,52.1,97.9,10,5,2,3,17,719,14,21,50.0,0.181,1,13,0,768,782,1501,799,631.0,177.0,870.0
ClassB,ParkScene,0,22,16,63.0,70.7,56.2,78.1,99.5,3,2,1,0,2,124,9,13,76.1,0.156,1,8,0,433,442,566,444,318.0,132.0,248.0
ClassB,ParkScene,1,22,16,91.7,95.6,88.1,89.7,97.3,3,3,0,0,8,33,1,2,86.9,0.196,0,1,0,286,287,320,295,282.0,13.0,38.0
ClassB,ParkScene,13,22,16,9.4,48.5,5.2,9.8,95.2,4,0,1,3,3,555,4,6,8.6,0.287,0,4,0,56,60,615,63,32.0,34.0,583.0
ClassB,ParkScene,all,22,16,54.9,77.9,42.1,52.6,98.4,10,5,2,3,13,712,14,21,50.8,0.180,1,13,0,775,789,1501,802,632.0,179.0,869.0
ClassB,ParkScene,0,26,8,63.6,71.3,56.7,77.9,99.3,3,2,1,0,3,125,7,11,76.1,0.155,1,6,0,434,441,566,444,321.0,129.0,245.0
ClassB,ParkScene,1,26,8,91.6,95.3,88.1,90.3,97.6,3,3,0,0,7,31,1,2,87.8,0.198,0,1,0,288,289,320,296,282.0,14.0,38.0
ClassB,ParkScene,13,26,8,11.1,52.1,6.2,10.1,88.6,4,0,1,3,8,553,5,9,8.0,0.271,0,5,0,57,62,615,70,38.0,35.0,577.0
ClassB,ParkScene,all,26,8,55.5,78.3,42.7,52.8,97.8,10,5,2,3,18,709,13,22,50.7,0.180,1,12,0,779,792,1501,810,641.0,178.0,860.0
ClassB,ParkScene,0,26,16,63.7,72.6,56.2,76.0,99.5,3,2,1,0,2,136,6,10,74.6,0.154,1,5,0,424,430,566,432,318.0,120.0,248.0
ClassB,ParkScene,1,26,16,92.2,96.6,88.1,90.0,98.6,3,3,0,0,4,32,1,2,88.4,0.199,0,1,0,287,288,320,292,282.0,10.0,38.0
ClassB,ParkScene,13,26,16,9.2,52.5,5.0,8.3,91.1,4,0,1,3,5,564,5,8,6.7,0.300,0,5,0,46,51,615,56,31.0,28.0,584.0
ClassB,ParkScene,all,26,16,55.3,80.0,42.0,51.2,98.6,10,5,2,3,11,732,12,20,49.7,0.181,1,11,0,757,769,1501,780,631.0,158.0,870.0
ClassB,ParkScene,0,30,8,63.2,72.1,55.7,75.8,99.5,3,2,1,0,2,137,6,12,74.4,0.156,1,5,0,423,429,566,431,315.0,122.0,251.0
ClassB,ParkScene,1,30,8,91.1,94.0,88.4,91.2,97.0,3,3,0,0,9,28,1,2,88.1,0.199,0,1,0,291,292,320,301,283.0,18.0,37.0
ClassB,ParkScene,13,30,8,6.7,52.4,3.6,5.4,84.6,4,0,0,4,6,582,4,6,3.7,0.299,0,4,0,29,33,615,39,22.0,20.0,593.0
ClassB,ParkScene,all,30,8,54.6,79.5,41.3,50.2,97.8,10,5,1,4,17,747,11,20,48.4,0.179,1,10,0,743,754,1501,771,620.0,160.0,881.0
ClassB,ParkScene,0,30,16,62.8,70.4,56.2,78.3,99.3,3,2,1,0,3,123,7,11,76.5,0.156,1,6,0,436,443,566,446,318.0,134.0,248.0
ClassB,ParkScene,1,30,16,91.0,95.5,86.9,89.1,97.9,3,3,0,0,6,35,1,4,86.9,0.200,0,1,0,284,285,320,291,278.0,13.0,42.0
ClassB,ParkScene,13,30,16,7.1,69.7,3.7,4.2,86.7,4,0,0,4,4,589,2,3,3.3,0.261,0,2,0,24,26,615,30,23.0,10.0,592.0
ClassB,ParkScene,all,30,16,54.6,79.8,41.2,50.2,98.3,10,5,1,4,13,747,10,18,48.7,0.176,1,9,0,744,754,1501,767,619.0,157.0,882.0
ClassB,ParkScene,0,34,8,63.2,71.6,56.0,76.9,99.5,3,2,1,0,2,131,6,10,75.4,0.157,1,5,0,429,435,566,437,317.0,126.0,249.0
ClassB,ParkScene,1,34,8,92.2,96.3,88.4,90.0,98.0,3,3,0,0,6,32,1,2,87.8,0.199,0,1,0,287,288,320,294,283.0,11.0,37.0
ClassB,ParkScene,13,34,8,6.5,61.8,3.4,4.9,96.8,4,0,0,4,1,585,2,3,4.4,0.274,0,2,0,28,30,615,31,21.0,13.0,594.0
ClassB,ParkScene,all,34,8,54.9,80.5,41.4,50.2,98.8,10,5,1,4,9,748,9,15,49.0,0.178,1,8,0,744,753,1501,762,621.0,150.0,880.0
ClassB,ParkScene,0,34,16,63.0,71.6,55.7,76.1,99.3,3,2,1,0,3,135,7,11,74.4,0.156,1,6,0,424,431,566,434,315.0,125.0,251.0
ClassB,ParkScene,1,34,16,91.2,94.9,87.8,90.0,97.3,3,3,0,0,8,32,1,3,87.2,0.196,0,1,0,287,288,320,296,281.0,15.0,39.0
ClassB,ParkScene,13,34,16,3.2,90.9,1.6,1.3,100.0,4,0,0,4,0,607,1,1,1.1,0.184,0,1,0,7,8,615,8,10.0,1.0,605.0
ClassB,ParkScene,all,34,16,54.1,81.1,40.4,48.4,98.5,10,5,1,4,11,774,9,15,47.1,0.172,1,8,0,718,727,1501,738,606.0,141.0,895.0
ClassB,ParkScene,0,38,8,63.9,75.3,54.9,71.4,99.3,3,2,1,0,3,162,5,9,70.0,0.156,1,4,0,399,404,566,407,311.0,102.0,255.0
ClassB,ParkScene,1,38,8,90.5,94.9,86.6,88.8,97.3,3,2,1,0,8,36,1,2,85.9,0.197,0,1,0,283,284,320,292,277.0,15.0,43.0
ClassB,ParkScene,13,38,8,3.2,90.9,1.6,1.1,87.5,4,0,0,4,1,608,0,0,1.0,0.179,0,0,0,7,7,615,8,10.0,1.0,605.0
ClassB,ParkScene,all,38,8,49.6,76.8,36.4,46.0,98.3,10,4,2,4,12,810,7,12,44.8,0.173,1,6,0,684,691,1501,703,547.0,165.0,954.0
ClassB,ParkScene,0,38,16,63.8,75.6,54.6,70.7,99.3,3,2,1,0,3,166,5,9,69.3,0.154,1,4,0,395,400,566,403,309.0,100.0,257.0
ClassB,ParkScene,1,38,16,90.9,94.9,87.2,89.1,96.9,3,3,0,0,9,35,1,2,85.9,0.199,0,1,0,284,285,320,294,279.0,15.0,41.0
ClassB,ParkScene,13,38,16,5.7,100.0,2.9,2.4,100.0,4,0,0,4,0,600,0,0,2.4,0.261,0,0,0,15,15,615,15,18.0,0.0,597.0
ClassB,ParkScene,all,38,16,51.7,79.7,38.0,46.3,98.3,10,5,1,4,12,806,7,12,45.0,0.174,1,6,0,688,695,1501,707,571.0,145.0,930.0
ClassB,ParkScene,0,42,8,61.0,74.8,50.9,66.6,99.5,3,2,1,0,2,189,5,10,65.4,0.170,1,4,0,372,377,566,379,288.0,97.0,278.0
ClassB,ParkScene,1,42,8,90.3,97.5,84.1,84.7,98.2,3,2,1,0,5,49,1,3,82.8,0.195,0,1,0,270,271,320,276,269.0,7.0,51.0
ClassB,ParkScene,13,42,8,1.0,100.0,0.5,0.0,nan,4,0,0,4,0,615,0,0,0.0,nan,0,0,0,0,0,615,0,3.0,0.0,612.0
ClassB,ParkScene,all,42,8,51.6,84.2,37.0,42.8,98.9,10,3,3,4,7,858,6,14,42.0,0.180,1,5,0,637,643,1501,650,555.0,104.0,946.0
ClassB,ParkScene,0,42,16,64.2,75.7,55.1,71.2,99.3,3,2,1,0,3,163,5,9,69.8,0.163,1,4,0,398,403,566,406,312.0,100.0,254.0
ClassB,ParkScene,1,42,16,91.7,97.9,86.2,86.2,97.9,3,2,1,0,6,44,0,0,84.4,0.198,0,0,0,276,276,320,282,276.0,6.0,44.0
ClassB,ParkScene,13,42,16,2.9,100.0,1.5,1.0,100.0,4,0,0,4,0,609,0,0,1.0,0.234,0,0,0,6,6,615,6,9.0,0.0,606.0
ClassB,ParkScene,all,42,16,54.3,84.9,39.7,45.6,98.7,10,4,2,4,9,817,5,9,44.6,0.178,1,4,0,679,684,1501,693,596.0,106.0,905.0
ClassB,ParkScene,0,46,8,54.3,72.5,42.9,56.9,97.9,3,0,3,0,7,244,7,15,54.4,0.179,1,6,0,315,322,566,329,243.0,92.0,323.0
ClassB,ParkScene,1,46,8,80.7,89.1,73.8,81.6,98.5,3,2,1,0,4,59,1,1,80.0,0.210,0,1,0,260,261,320,265,236.0,29.0,84.0
ClassB,ParkScene,13,46,8,1.3,100.0,0.7,0.2,100.0,4,0,0,4,0,614,0,0,0.2,0.248,0,0,0,1,1,615,1,4.0,0.0,611.0
ClassB,ParkScene,all,46,8,46.1,80.0,32.2,38.9,98.2,10,2,4,4,11,917,8,16,37.6,0.193,1,7,0,576,584,1501,595,483.0,121.0,1018.0
ClassB,ParkScene,0,46,16,64.4,86.0,50.9,56.9,97.9,3,0,3,0,7,244,5,11,54.8,0.170,1,4,0,317,322,566,329,288.0,47.0,278.0
ClassB,ParkScene,1,46,16,76.8,87.9,68.1,76.9,99.2,3,1,2,0,2,74,3,3,75.3,0.209,0,3,0,243,246,320,248,218.0,30.0,102.0
ClassB,ParkScene,13,46,16,3.8,80.0,2.0,1.5,75.0,4,0,0,4,3,606,0,2,1.0,0.316,0,0,0,9,9,615,12,12.0,3.0,603.0
ClassB,ParkScene,all,46,16,49.6,86.6,34.5,38.4,98.0,10,1,5,4,12,924,8,16,37.1,0.189,1,7,0,569,577,1501,589,518.0,80.0,983.0
ClassC,BasketballDrill,0,18,8,35.2,39.7,31.5,77.7,98.1,6,3,3,0,39,564,38,62,74.6,0.207,1,37,0,1925,1963,2527,2002,796.0,1209.0,1731.0
ClassC,BasketballDrill,32,18,8,2.7,5.4,1.8,20.6,62.0,2,0,1,1,126,792,21,23,5.9,0.154,0,21,0,185,206,998,332,18.0,314.0,980.0
ClassC,BasketballDrill,56,18,8,0.4,75.0,0.2,0.0,0.0,3,0,0,3,1,1500,0,0,-0.1,nan,0,0,0,0,0,1500,1,3.0,1.0,1497.0
ClassC,BasketballDrill,all,18,8,22.2,34.9,16.3,43.2,92.9,11,3,4,4,166,2856,59,85,38.7,0.202,1,58,0,2110,2169,5025,2335,817.0,1524.0,4208.0
ClassC,BasketballDrill,0,18,16,35.0,39.4,31.4,78.1,98.1,6,3,3,0,38,553,36,57,75.2,0.206,1,35,0,1938,1974,2527,2012,794.0,1221.0,1733.0
ClassC,BasketballDrill,32,18,16,2.8,5.6,1.9,20.4,60.2,2,0,1,1,135,794,20,22,4.9,0.155,0,20,0,184,204,998,339,19.0,320.0,979.0
ClassC,BasketballDrill,56,18,16,0.4,75.0,0.2,0.0,0.0,3,0,0,3,1,1500,0,0,-0.1,nan,0,0,0,0,0,1500,1,3.0,1.0,1497.0
ClassC,BasketballDrill,all,18,16,22.1,34.6,16.2,43.3,92.6,11,3,4,4,174,2847,56,79,38.8,0.201,1,55,0,2122,2178,5025,2352,816.0,1542.0,4209.0
ClassC,BasketballDrill,0,22,8,32.4,36.8,28.9,77.1,98.3,6,3,3,0,33,579,42,60,74.1,0.205,1,41,0,1906,1948,2527,1981,731.0,1253.0,1796.0
ClassC,BasketballDrill,32,22,8,3.0,6.3,2.0,18.1,57.3,2,0,1,1,135,817,20,23,2.6,0.153,0,20,0,161,181,998,316,20.0,296.0,978.0
ClassC,BasketballDrill,56,22,8,0.4,60.0,0.2,0.0,0.0,3,0,0,3,2,1500,0,0,-0.1,nan,0,0,0,0,0,1500,2,3.0,2.0,1497.0
ClassC,BasketballDrill,all,22,8,20.6,32.7,15.0,42.4,92.6,11,3,4,4,170,2894,61,83,37.8,0.200,1,60,0,2070,2131,5025,2301,754.0,1553.0,4271.0
ClassC,BasketballDrill,0,22,16,30.4,34.9,26.9,75.7,98.2,6,3,3,0,36,613,43,67,72.6,0.209,2,41,0,1871,1914,2527,1950,681.0,1272.0,1846.0
ClassC,BasketballDrill,32,22,16,2.3,3.8,1.6,18.1,43.2,2,0,1,1,238,817,19,22,-7.6,0.152,0,19,0,162,181,998,419,16.0,403.0,982.0
ClassC,BasketballDrill,56,22,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,22,16,18.9,29.5,13.9,41.7,88.4,11,3,4,4,274,2930,62,89,35.0,0.204,2,60,0,2033,2095,5025,2369,700.0,1675.0,4325.0
ClassC,BasketballDrill,0,26,8,31.2,36.0,27.5,75.3,98.4,6,3,3,0,30,625,42,65,72.4,0.207,1,41,0,1860,1902,2527,1932,696.0,1239.0,1831.0
ClassC,BasketballDrill,32,26,8,2.6,6.7,1.6,16.7,70.2,2,0,1,1,71,831,20,23,7.6,0.152,0,20,0,147,167,998,238,16.0,222.0,982.0
ClassC,BasketballDrill,56,26,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,26,8,19.9,32.8,14.2,41.2,95.3,11,3,4,4,102,2954,63,89,37.9,0.202,1,62,0,2008,2071,5025,2173,715.0,1464.0,4310.0
ClassC,BasketballDrill,0,26,16,31.8,37.0,27.8,73.8,98.4,6,3,3,0,30,663,43,66,70.9,0.207,0,43,0,1821,1864,2527,1894,702.0,1195.0,1825.0
ClassC,BasketballDrill,32,26,16,2.9,7.5,1.8,15.7,65.1,2,0,1,1,84,841,21,21,5.2,0.144,0,21,0,136,157,998,241,18.0,223.0,980.0
ClassC,BasketballDrill,56,26,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,26,16,20.2,33.8,14.4,40.2,94.7,11,3,4,4,114,3004,63,86,36.7,0.202,0,63,0,1958,2021,5025,2135,723.0,1418.0,4302.0
ClassC,BasketballDrill,0,30,8,30.0,35.4,26.0,71.8,97.9,6,3,3,0,38,713,41,69,68.7,0.207,2,39,0,1773,1814,2527,1852,657.0,1198.0,1870.0
ClassC,BasketballDrill,32,30,8,2.7,5.1,1.8,13.7,38.9,2,0,1,1,215,861,16,16,-9.4,0.155,0,16,0,121,137,998,352,18.0,334.0,980.0
ClassC,BasketballDrill,56,30,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,30,8,18.7,30.6,13.5,38.9,88.5,11,3,4,4,253,3069,56,84,32.8,0.203,2,54,0,1900,1956,5025,2209,678.0,1537.0,4347.0
ClassC,BasketballDrill,0,30,16,29.6,34.5,25.8,73.8,98.7,6,3,3,0,25,661,46,67,71.0,0.206,2,44,0,1820,1866,2527,1891,653.0,1241.0,1874.0
ClassC,BasketballDrill,32,30,16,2.0,3.2,1.5,13.0,27.5,2,0,1,1,343,868,16,18,-22.9,0.153,0,16,0,114,130,998,473,15.0,458.0,983.0
ClassC,BasketballDrill,56,30,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,30,16,18.2,28.3,13.4,39.8,84.5,11,3,4,4,368,3025,61,84,31.3,0.203,2,59,0,1939,2000,5025,2368,671.0,1703.0,4354.0
ClassC,BasketballDrill,0,34,8,28.8,34.5,24.7,70.3,98.4,6,3,3,0,29,750,37,63,67.7,0.206,1,36,0,1740,1777,2527,1806,625.0,1184.0,1902.0
ClassC,BasketballDrill,32,34,8,1.9,6.7,1.1,7.1,43.3,2,0,0,2,93,927,14,16,-3.6,0.142,0,14,0,57,71,998,164,11.0,153.0,987.0
ClassC,BasketballDrill,56,34,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,8,18.3,32.3,12.7,36.8,93.8,11,3,3,5,122,3174,51,80,33.4,0.204,1,50,0,1800,1851,5025,1973,639.0,1340.0,4386.0
ClassC,BasketballDrill,0,34,16,28.9,34.2,24.9,71.3,98.0,6,2,4,0,36,725,42,70,68.2,0.209,2,40,0,1760,1802,2527,1838,630.0,1211.0,1897.0
ClassC,BasketballDrill,32,34,16,1.7,3.8,1.1,8.8,30.3,2,0,0,2,202,910,16,18,-13.0,0.143,0,16,0,72,88,998,290,11.0,279.0,987.0
ClassC,BasketballDrill,56,34,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,16,18.0,30.2,12.8,37.6,88.8,11,2,4,5,238,3136,58,88,31.7,0.206,2,56,0,1831,1889,5025,2127,644.0,1489.0,4381.0
ClassC,BasketballDrill,0,38,8,23.5,29.5,19.5,65.3,98.8,6,1,5,0,20,877,49,77,62.6,0.212,2,47,0,1601,1650,2527,1670,494.0,1179.0,2033.0
ClassC,BasketballDrill,32,38,8,1.1,7.1,0.6,2.8,33.3,2,0,0,2,56,970,9,9,-3.7,0.129,0,9,0,19,28,998,84,6.0,78.0,992.0
ClassC,BasketballDrill,56,38,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,8,14.8,28.6,10.0,33.4,95.7,11,1,5,5,76,3347,58,86,30.7,0.211,2,56,0,1620,1678,5025,1754,503.0,1257.0,4522.0
ClassC,BasketballDrill,0,38,16,27.2,33.5,22.8,66.5,98.0,6,2,4,0,34,846,42,69,63.5,0.213,2,40,0,1639,1681,2527,1715,576.0,1142.0,1951.0
ClassC,BasketballDrill,32,38,16,2.7,31.1,1.4,4.5,100.0,2,0,0,2,0,953,12,12,3.3,0.149,0,12,0,33,45,998,45,14.0,31.0,984.0
ClassC,BasketballDrill,56,38,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,16,17.5,33.7,11.8,34.2,97.8,11,2,4,5,38,3307,55,84,32.3,0.212,2,53,0,1663,1718,5025,1756,593.0,1169.0,4432.0
ClassC,BasketballDrill,0,42,8,21.0,29.4,16.3,54.1,97.5,6,0,6,0,35,1161,51,83,50.7,0.231,0,51,0,1315,1366,2527,1401,413.0,991.0,2114.0
ClassC,BasketballDrill,32,42,8,0.8,13.8,0.4,0.8,27.6,2,0,0,2,21,990,3,4,-1.6,0.149,0,3,0,5,8,998,29,4.0,25.0,994.0
ClassC,BasketballDrill,56,42,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,8,13.0,29.2,8.4,27.3,96.1,11,0,6,5,56,3651,54,87,25.2,0.230,0,54,0,1320,1374,5025,1430,420.0,1016.0,4605.0
ClassC,BasketballDrill,0,42,16,18.4,25.3,14.5,55.5,97.2,6,0,6,0,41,1125,47,76,52.0,0.226,0,47,0,1355,1402,2527,1443,366.0,1080.0,2161.0
ClassC,BasketballDrill,32,42,16,0.6,27.3,0.3,1.1,100.0,2,0,0,2,0,987,5,5,0.6,0.132,0,5,0,6,11,998,11,3.0,8.0,995.0
ClassC,BasketballDrill,56,42,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,16,11.5,25.5,7.4,28.1,97.2,11,0,6,5,41,3612,52,81,26.3,0.226,0,52,0,1361,1413,5025,1454,372.0,1088.0,4653.0
ClassC,BasketballDrill,0,46,8,14.6,29.1,9.8,30.8,92.1,6,0,4,2,67,1748,43,79,26.5,0.261,0,43,0,736,779,2527,846,247.0,602.0,2280.0
ClassC,BasketballDrill,32,46,8,0.0,nan,0.0,0.0,nan,2,0,0,2,0,998,0,0,0.0,nan,0,0,0,0,0,998,0,0.0,0.0,998.0
ClassC,BasketballDrill,56,46,8,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,8,8.5,29.3,5.0,15.5,92.1,11,0,4,7,67,4246,43,79,13.3,0.261,0,43,0,736,779,5025,846,250.0,602.0,4775.0
ClassC,BasketballDrill,0,46,16,16.1,29.7,11.0,34.7,93.6,6,0,4,2,60,1651,42,67,30.6,0.252,1,41,0,834,876,2527,936,279.0,660.0,2248.0
ClassC,BasketballDrill,32,46,16,0.2,100.0,0.1,0.1,100.0,2,0,0,2,0,997,0,0,0.1,0.115,0,0,0,1,1,998,1,1.0,0.0,997.0
ClassC,BasketballDrill,56,46,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,16,9.5,30.0,5.6,17.5,93.6,11,0,4,7,60,4148,42,67,15.4,0.252,1,41,0,835,877,5025,937,283.0,660.0,4742.0
ClassC,RaceHorsesC,0,18,8,69.1,79.6,60.9,75.4,98.6,7,3,2,2,8,187,7,12,73.4,0.141,0,7,0,566,573,760,581,463.0,119.0,297.0
ClassC,RaceHorsesC,17,18,8,55.4,69.0,46.0,61.8,93.9,6,1,5,0,35,331,14,28,56.1,0.153,2,11,0,521,535,866,570,398.0,179.0,468.0
ClassC,RaceHorsesC,all,18,8,62.0,74.3,53.0,68.1,96.3,13,4,7,2,43,518,22,40,64.1,0.146,2,19,0,1086,1108,1626,1151,861.0,298.0,765.0
ClassC,RaceHorsesC,0,18,16,78.2,89.5,69.3,76.8,99.3,7,3,3,1,4,176,6,10,75.5,0.142,0,6,0,578,584,760,588,527.0,62.0,233.0
ClassC,RaceHorsesC,17,18,16,56.2,69.0,47.0,62.7,93.1,6,1,5,0,40,323,14,26,56.5,0.152,2,11,0,529,543,866,583,407.0,183.0,459.0
ClassC,RaceHorsesC,all,18,16,66.8,79.2,57.4,69.3,96.2,13,4,8,1,44,499,21,36,65.3,0.146,2,18,0,1106,1127,1626,1171,934.0,245.0,692.0
ClassC,RaceHorsesC,0,22,8,69.9,80.6,61.7,75.5,98.8,7,3,2,2,7,186,6,11,73.8,0.140,0,6,0,568,574,760,581,469.0,113.0,291.0
ClassC,RaceHorsesC,17,22,8,48.1,60.4,39.7,61.3,94.3,6,1,5,0,32,335,16,28,55.8,0.152,2,13,0,515,531,866,563,344.0,226.0,522.0
ClassC,RaceHorsesC,all,22,8,58.7,70.6,50.0,67.9,96.6,13,4,7,2,39,522,23,41,64.1,0.146,1,20,0,1081,1104,1626,1143,813.0,338.0,813.0
ClassC,RaceHorsesC,0,22,16,77.7,88.5,69.1,77.0,98.8,7,3,3,1,7,175,6,11,75.3,0.142,0,6,0,579,585,760,592,525.0,68.0,235.0
ClassC,RaceHorsesC,17,22,16,54.5,67.1,45.5,62.8,93.8,6,1,5,0,36,322,13,26,57.2,0.148,1,12,0,531,544,866,580,394.0,193.0,472.0
ClassC,RaceHorsesC,all,22,16,65.6,77.7,56.5,69.6,96.3,13,4,8,1,43,494,20,37,65.7,0.146,2,18,0,1112,1132,1626,1175,919.0,264.0,707.0
ClassC,RaceHorsesC,0,26,8,72.5,84.8,63.2,73.3,98.6,7,3,2,2,8,203,6,12,71.4,0.138,0,6,0,551,557,760,565,480.0,86.0,280.0
ClassC,RaceHorsesC,17,26,8,54.4,68.3,44.8,61.3,94.7,6,1,5,0,30,335,14,26,56.2,0.148,1,13,0,517,531,866,561,388.0,180.0,478.0
ClassC,RaceHorsesC,all,26,8,62.8,76.3,53.1,66.9,96.6,13,4,7,2,38,539,21,39,63.2,0.144,2,18,0,1066,1087,1626,1125,864.0,269.0,762.0
ClassC,RaceHorsesC,0,26,16,68.7,80.0,60.1,74.3,99.1,7,3,3,1,5,195,6,11,72.9,0.143,0,6,0,559,565,760,570,457.0,114.0,303.0
ClassC,RaceHorsesC,17,26,16,54.2,69.7,44.0,58.5,93.9,6,1,5,0,33,359,14,26,53.1,0.144,2,13,1,493,507,866,540,381.0,166.0,485.0
ClassC,RaceHorsesC,all,26,16,61.3,75.1,51.5,65.7,96.6,13,4,8,1,38,557,20,37,62.2,0.143,3,18,1,1049,1069,1626,1107,837.0,278.0,789.0
ClassC,RaceHorsesC,0,30,8,69.3,80.6,60.7,74.6,99.3,7,3,2,2,4,193,6,10,73.3,0.143,0,6,0,561,567,760,571,461.0,111.0,299.0
ClassC,RaceHorsesC,17,30,8,56.2,74.2,44.8,57.3,96.1,6,1,5,0,20,370,13,22,53.5,0.137,2,11,0,483,496,866,516,388.0,135.0,478.0
ClassC,RaceHorsesC,all,30,8,62.5,77.4,52.1,65.3,97.8,13,4,7,2,24,564,21,34,62.5,0.140,3,18,0,1041,1062,1626,1086,847.0,247.0,779.0
ClassC,RaceHorsesC,0,30,16,77.4,89.5,68.2,75.3,99.0,7,3,2,2,6,188,5,10,73.8,0.137,0,5,0,567,572,760,578,518.0,61.0,242.0
ClassC,RaceHorsesC,17,30,16,54.1,71.4,43.2,57.7,96.7,6,0,6,0,17,366,13,25,54.3,0.135,1,12,0,487,500,866,517,374.0,150.0,492.0
ClassC,RaceHorsesC,all,30,16,65.4,80.8,54.7,65.9,97.9,13,3,8,2,23,555,19,36,63.3,0.136,1,18,0,1052,1071,1626,1094,890.0,212.0,736.0
ClassC,RaceHorsesC,0,34,8,69.8,81.7,60.9,73.7,98.9,7,3,2,2,6,200,5,8,72.2,0.146,0,5,0,555,560,760,566,463.0,104.0,297.0
